component_type,machine_id,temperature,vibration,pressure,motor_current,production_speed,defect_count,humidity,torque,sensor_accuracy,risk_level
Occupant Safety,OS-107,46.38,2.24,120.47,25.55,120.56,3,36.4,244.86,91.19,0
Occupant Safety,OS-122,57.26,2.03,118.31,24.96,115.34,1,58.72,207.49,96.28,0
Airbag,AB-120,49.62,2.17,261.32,19.09,130.65,0,36.91,126.0,94.18,0
Airbag,AB-117,68.56,2.36,242.78,19.67,140.76,0,52.1,198.1,98.95,0
Airbag,AB-109,47.32,2.08,196.27,19.85,132.33,0,72.36,182.32,92.33,0
Steering,ST-121,62.78,2.35,137.3,21.4,72.04,0,50.63,394.12,89.76,1
Airbag,AB-117,51.44,2.99,296.72,23.01,60.81,0,56.69,179.83,94.12,0
Steering,ST-125,63.48,3.37,134.17,25.47,55.33,1,61.54,399.12,98.86,0
Seat Belt,SB-111,36.28,1.23,118.27,18.14,130.67,0,63.61,83.59,94.71,0
Seat Belt,SB-124,51.5,1.77,106.08,19.67,97.6,0,64.8,109.04,98.44,0
Airbag,AB-110,71.94,1.22,213.53,17.11,109.51,0,73.45,147.07,98.0,0
Seat Belt,SB-121,36.76,0.68,98.7,24.77,170.34,0,67.6,99.15,97.93,0
Occupant Safety,OS-111,55.64,3.42,126.75,25.87,86.37,3,71.48,241.04,92.03,0
Occupant Safety,OS-115,37.5,1.07,155.47,19.88,92.04,2,43.36,198.03,98.92,0
Seat Belt,SB-121,58.31,0.66,95.54,22.75,113.34,0,35.01,97.77,97.13,0
Occupant Safety,OS-122,48.89,2.14,103.39,23.22,125.62,2,57.06,170.49,85.71,1
Airbag,AB-107,52.1,2.04,194.21,20.14,87.48,0,62.58,139.79,90.51,0
Airbag,AB-103,65.67,2.22,215.95,16.88,125.98,0,62.73,178.01,96.61,0
Airbag,AB-114,42.37,1.41,213.86,18.71,145.92,0,74.52,211.36,98.63,0
Steering,ST-115,59.33,1.07,152.26,23.76,65.53,0,48.01,325.61,90.14,0
Steering,ST-106,84.97,2.46,129.34,43.93,107.08,3,62.61,316.32,99.47,0
Seat Belt,SB-110,55.76,0.51,103.45,20.46,176.43,0,67.15,145.9,97.62,0
Airbag,AB-110,68.3,2.22,252.0,16.37,119.01,0,46.14,165.38,92.67,0
Steering,ST-120,70.09,2.32,106.01,24.55,78.89,0,79.93,386.18,98.33,0
Occupant Safety,OS-108,36.47,1.75,156.57,19.63,90.85,1,46.86,204.86,94.32,0
Steering,ST-106,82.2,3.39,107.19,29.42,74.92,5,58.87,287.66,94.75,0
Occupant Safety,OS-122,63.52,2.79,97.2,25.88,127.79,2,66.06,226.94,94.45,0
Steering,ST-112,72.97,1.93,135.74,24.19,60.89,0,71.42,264.73,89.59,0
Airbag,AB-103,58.28,2.54,288.64,22.8,60.33,0,67.3,135.94,92.92,0
Occupant Safety,OS-120,45.42,3.32,130.53,21.99,112.46,5,76.79,195.29,89.28,1
Seat Belt,SB-108,44.81,1.79,108.79,16.2,170.43,0,31.55,85.81,96.57,0
Seat Belt,SB-124,40.69,1.06,100.15,13.73,142.47,0,37.78,82.23,92.59,0
Airbag,AB-107,64.05,2.61,284.47,21.02,99.79,0,39.38,142.69,94.29,0
Occupant Safety,OS-125,57.17,3.13,122.06,29.8,127.34,1,71.7,150.07,99.91,0
Steering,ST-108,58.65,2.47,112.63,25.21,112.96,0,45.12,330.94,92.86,0
Occupant Safety,OS-101,56.43,3.26,145.35,20.42,123.38,6,57.12,180.38,90.28,1
Airbag,AB-120,53.7,2.78,192.51,24.22,147.58,0,50.39,139.52,95.2,0
Occupant Safety,OS-104,49.67,2.52,92.25,34.18,80.61,3,73.27,222.92,90.63,0
Steering,ST-125,78.69,1.35,103.95,27.64,77.07,1,34.6,384.62,99.18,0
Steering,ST-120,76.04,3.92,140.44,38.15,111.82,6,66.5,332.29,97.01,0
Seat Belt,SB-102,46.09,1.92,115.99,22.47,94.45,0,43.05,118.42,95.61,0
Occupant Safety,OS-111,58.64,2.05,95.56,24.75,106.18,3,42.78,158.82,86.05,1
Steering,ST-114,72.02,2.96,141.12,28.5,109.44,0,42.63,377.05,89.93,1
Steering,ST-110,66.54,2.54,159.92,24.66,55.01,0,61.52,250.76,88.35,0
Occupant Safety,OS-118,35.55,2.99,100.51,27.91,111.84,0,47.17,178.54,92.37,0
Steering,ST-124,57.58,3.74,174.97,26.95,72.77,1,31.2,341.16,89.31,0
Airbag,AB-118,40.68,2.0,207.99,17.54,129.75,0,60.82,178.04,99.51,0
Airbag,AB-115,52.38,1.55,183.16,20.29,101.94,0,71.44,176.51,91.62,0
Steering,ST-102,69.7,2.37,127.36,36.05,112.35,0,61.86,250.53,95.5,0
Seat Belt,SB-114,35.08,1.9,101.63,20.02,176.7,0,50.81,109.9,95.64,0
Airbag,AB-109,56.93,1.02,190.64,25.09,66.83,0,73.72,165.01,95.04,0
Seat Belt,SB-111,31.75,0.57,116.54,18.49,177.6,0,59.77,87.1,94.68,0
Steering,ST-106,66.92,1.32,171.92,38.25,113.74,0,66.15,317.78,95.21,0
Occupant Safety,OS-113,38.21,3.46,93.03,34.35,127.75,4,57.99,235.01,92.99,0
Seat Belt,SB-119,46.11,0.69,89.37,15.28,138.73,0,43.75,114.02,96.85,0
Seat Belt,SB-116,52.19,1.96,118.83,12.32,163.44,0,63.72,124.73,94.75,0
Airbag,AB-114,44.03,1.72,246.35,22.75,92.73,0,72.17,202.31,98.46,0
Seat Belt,SB-102,48.77,1.81,112.91,14.94,105.08,0,34.43,147.23,98.97,0
Seat Belt,SB-118,50.93,1.25,110.53,10.28,104.19,0,33.28,94.05,92.57,0
Steering,ST-108,62.36,2.07,107.41,33.79,102.74,0,36.05,340.39,99.17,0
Seat Belt,SB-112,45.26,1.51,98.63,11.35,123.16,0,42.11,119.23,96.95,0
Occupant Safety,OS-123,36.38,2.56,150.17,26.86,103.9,3,75.18,201.01,95.72,0
Occupant Safety,OS-102,65.72,2.17,117.44,18.66,61.17,3,79.41,153.74,85.74,1
Seat Belt,SB-122,45.97,0.92,80.74,23.01,149.43,0,42.9,139.63,99.87,0
Occupant Safety,OS-124,35.26,2.66,154.88,15.97,126.07,2,69.26,126.47,92.44,0
Steering,ST-114,62.78,1.83,130.74,24.62,98.56,0,42.07,280.02,92.22,0
Steering,ST-118,71.0,3.28,132.32,29.49,59.67,1,70.58,286.23,93.69,0
Airbag,AB-101,66.65,2.62,283.48,20.85,78.21,0,54.62,198.22,99.94,0
Steering,ST-103,47.95,1.01,143.15,24.21,115.09,0,70.68,378.66,93.49,0
Steering,ST-120,65.46,3.06,178.89,27.5,86.03,4,37.8,373.87,97.67,0
Seat Belt,SB-120,55.52,1.28,101.89,15.41,129.8,0,66.81,90.9,96.89,0
Seat Belt,SB-101,56.82,0.92,91.44,24.28,90.96,0,56.54,116.82,93.96,0
Steering,ST-102,48.74,3.41,115.3,34.86,69.8,1,39.58,317.94,89.73,0
Occupant Safety,OS-106,65.16,2.39,149.73,30.81,132.59,0,56.24,167.38,99.5,0
Seat Belt,SB-123,38.74,0.84,85.12,16.31,176.01,0,68.08,147.35,94.73,0
Seat Belt,SB-111,55.28,1.72,87.19,24.29,152.94,0,51.77,91.2,97.79,0
Seat Belt,SB-103,38.48,0.79,82.8,24.21,94.15,0,51.93,80.39,92.63,0
Seat Belt,SB-118,39.21,2.0,88.83,22.32,148.31,0,51.65,134.38,95.35,0
Steering,ST-105,57.67,2.42,136.49,44.69,117.34,3,65.35,266.29,94.78,0
Airbag,AB-108,47.64,1.52,190.86,27.56,73.08,0,56.51,123.94,96.14,0
Steering,ST-101,77.66,3.13,117.43,39.37,107.73,4,51.61,261.21,98.62,0
Airbag,AB-120,41.53,1.89,261.11,26.9,87.01,0,39.7,218.31,92.49,0
Steering,ST-115,72.63,2.17,141.64,44.9,65.37,2,63.71,282.99,96.63,0
Seat Belt,SB-116,39.56,1.93,90.3,18.41,101.2,0,58.11,135.1,94.25,0
Steering,ST-114,62.56,3.15,139.02,28.04,64.46,1,53.28,376.2,98.82,0
Seat Belt,SB-120,52.51,2.07,92.03,15.2,139.66,0,41.97,134.59,96.52,0
Airbag,AB-122,49.42,1.63,266.89,18.02,127.88,0,67.44,178.39,96.26,0
Seat Belt,SB-107,30.39,1.6,111.74,25.0,80.15,0,34.36,87.59,98.04,0
Seat Belt,SB-112,52.11,1.27,117.55,12.13,157.29,0,39.06,83.92,92.52,0
Seat Belt,SB-121,48.97,1.3,83.19,11.41,154.46,0,38.81,120.78,95.96,0
Occupant Safety,OS-120,37.4,1.05,104.87,21.69,129.19,2,51.16,179.9,85.61,1
Airbag,AB-115,67.23,1.59,261.8,16.81,143.76,0,68.49,179.99,95.11,0
Seat Belt,SB-125,45.97,0.63,88.29,22.27,85.73,0,47.39,98.2,93.89,0
Steering,ST-114,79.11,1.78,137.34,41.34,105.08,4,34.24,386.91,95.01,1
Steering,ST-111,57.07,3.63,172.76,21.56,97.06,1,71.13,324.62,96.83,0
Steering,ST-122,69.91,3.29,152.96,27.29,115.39,1,33.54,372.93,94.29,0
Airbag,AB-117,74.86,1.18,284.33,20.84,140.88,0,49.67,187.27,91.61,1
Steering,ST-107,66.44,2.37,143.45,40.49,107.07,2,41.56,299.33,89.75,1
Occupant Safety,OS-121,57.8,3.44,104.69,31.72,92.17,4,47.93,232.41,86.88,1
Occupant Safety,OS-109,64.34,2.66,153.87,25.89,73.74,3,30.54,162.71,92.41,0
Steering,ST-125,81.55,2.03,115.22,38.72,76.5,3,34.28,285.62,88.0,0
Steering,ST-108,61.03,1.52,112.77,35.37,51.49,0,64.84,350.58,98.75,0
Steering,ST-114,53.33,3.38,161.69,25.01,114.75,2,44.03,317.5,88.04,0
Seat Belt,SB-108,57.55,2.42,110.44,15.04,122.22,0,68.1,148.3,99.23,1
Occupant Safety,OS-114,59.17,3.09,97.84,18.66,138.42,5,75.45,187.66,99.96,1
Airbag,AB-120,51.47,1.53,208.97,22.73,101.61,0,33.24,167.27,95.46,0
Steering,ST-112,59.68,3.5,120.49,38.02,119.06,3,70.32,352.22,93.81,0
Airbag,AB-113,41.4,1.94,239.88,24.54,78.07,0,34.35,202.89,94.99,0
Airbag,AB-116,62.61,2.92,211.45,20.63,91.67,0,33.48,149.48,95.08,0
Steering,ST-118,54.62,3.51,152.52,31.34,94.34,4,38.68,252.47,98.05,0
Occupant Safety,OS-101,39.55,1.19,117.84,23.31,107.77,2,65.9,142.08,90.19,0
Steering,ST-120,47.11,3.79,101.02,31.83,93.72,3,37.07,305.23,88.95,0
Seat Belt,SB-120,35.65,1.77,103.78,11.45,161.39,0,69.78,106.34,95.4,0
Airbag,AB-121,49.67,1.8,279.36,20.6,117.03,0,34.09,202.34,90.87,0
Seat Belt,SB-122,38.35,1.7,81.57,16.9,98.32,0,55.84,128.13,93.72,0
Airbag,AB-101,64.55,2.74,271.76,26.42,121.75,0,40.03,175.74,99.48,0
Occupant Safety,OS-102,60.7,1.57,148.2,19.63,109.94,2,65.44,206.02,93.94,0
Occupant Safety,OS-104,69.54,1.8,93.45,27.7,113.53,0,37.29,179.12,89.92,0
Occupant Safety,OS-109,58.2,1.44,157.49,15.46,102.77,3,57.96,174.22,97.75,0
Occupant Safety,OS-111,61.16,2.5,109.69,30.3,62.4,3,32.15,130.51,87.76,1
Steering,ST-102,71.11,2.35,142.19,44.82,108.02,3,41.7,303.35,91.96,0
Seat Belt,SB-103,57.44,2.1,89.11,22.12,135.66,0,59.0,82.37,97.02,1
Airbag,AB-101,66.98,2.09,274.03,15.14,125.23,0,70.26,130.24,90.98,0
Occupant Safety,OS-120,40.25,1.6,149.59,16.9,97.49,1,41.37,173.87,85.46,1
Steering,ST-102,70.76,3.81,154.78,37.6,73.04,2,59.93,320.79,98.43,0
Seat Belt,SB-109,41.44,1.13,106.53,22.37,129.77,0,59.52,91.82,99.47,0
Occupant Safety,OS-125,60.45,2.83,122.44,28.5,111.6,2,48.74,141.56,96.56,0
Airbag,AB-101,63.49,2.75,190.13,23.56,99.96,0,41.53,153.13,98.01,0
Seat Belt,SB-105,45.75,1.78,83.45,17.54,162.44,0,56.04,131.86,95.52,0
Airbag,AB-101,49.41,2.05,209.46,23.25,126.79,0,66.35,162.44,98.97,0
Steering,ST-102,53.13,1.93,153.09,36.43,62.32,0,51.17,298.8,91.0,0
Seat Belt,SB-112,48.69,1.11,94.28,21.8,174.0,0,60.14,81.11,94.57,0
Airbag,AB-117,45.43,2.73,273.53,23.7,138.46,0,49.89,128.18,97.81,0
Airbag,AB-120,51.69,1.83,200.96,24.05,101.54,0,65.16,165.26,99.24,0
Airbag,AB-116,69.09,2.27,266.61,29.94,81.67,0,60.15,126.57,96.07,0
Occupant Safety,OS-114,42.0,2.22,149.01,18.25,83.8,1,31.6,229.54,93.67,0
Occupant Safety,OS-106,57.28,1.35,124.75,31.72,129.72,1,39.21,245.4,85.33,1
Steering,ST-109,55.63,2.41,142.64,21.19,99.54,0,32.54,334.26,90.91,0
Airbag,AB-105,69.04,2.63,220.22,21.27,109.2,0,31.25,133.65,97.79,0
Occupant Safety,OS-103,43.99,1.45,96.73,17.59,83.88,0,31.34,150.76,85.82,1
Steering,ST-111,60.05,3.31,163.66,39.55,57.71,3,32.36,265.71,89.9,0
Airbag,AB-108,69.66,1.38,222.3,26.69,124.12,0,48.91,204.23,95.67,0
Steering,ST-119,56.9,2.05,106.32,31.96,101.87,0,68.1,338.83,96.38,0
Steering,ST-120,63.99,2.36,148.23,20.23,116.25,0,71.88,393.13,91.76,0
Seat Belt,SB-105,33.59,2.13,102.18,11.89,173.38,0,33.14,87.93,95.59,0
Steering,ST-101,74.06,3.23,150.04,24.98,80.83,4,31.7,389.62,96.89,0
Airbag,AB-102,61.27,1.51,272.84,17.24,127.19,0,37.25,203.98,96.12,0
Seat Belt,SB-113,34.9,1.05,86.0,20.11,117.54,0,30.45,81.13,99.25,0
Steering,ST-121,47.69,1.74,142.84,27.6,77.24,0,50.51,364.84,99.13,0
Occupant Safety,OS-101,49.13,2.7,145.32,22.02,134.48,0,31.22,160.16,87.71,1
Steering,ST-117,80.3,1.26,173.46,30.6,103.26,3,52.3,318.95,95.79,0
Steering,ST-113,63.23,3.22,108.44,34.14,102.15,1,41.52,274.66,97.73,0
Occupant Safety,OS-125,35.5,1.43,99.62,24.64,136.79,1,66.72,183.11,86.25,1
Airbag,AB-104,47.11,1.86,244.79,15.79,65.63,0,61.72,203.81,98.68,0
Airbag,AB-122,64.04,2.34,256.09,18.01,114.76,0,44.04,152.49,91.71,0
Steering,ST-115,73.96,3.82,140.31,27.79,67.15,2,37.45,252.86,92.69,0
Occupant Safety,OS-124,50.25,2.7,93.85,28.74,111.55,3,30.1,129.68,91.95,0
Seat Belt,SB-123,46.0,1.44,89.08,22.93,119.77,0,33.56,102.58,93.2,0
Airbag,AB-103,48.41,1.85,218.95,16.06,149.58,0,63.69,130.35,99.21,0
Seat Belt,SB-101,48.3,1.06,103.77,10.77,135.44,0,58.49,126.22,98.86,0
Steering,ST-111,67.39,1.63,165.99,20.02,55.12,0,48.18,275.75,99.17,0
Steering,ST-121,80.63,3.13,171.72,31.88,82.72,3,65.14,364.21,91.45,0
Seat Belt,SB-122,55.68,1.45,96.5,19.68,176.08,0,67.74,109.66,96.32,0
Steering,ST-124,70.01,3.31,155.28,27.28,50.37,1,53.34,318.74,90.8,0
Seat Belt,SB-102,32.9,1.36,83.25,16.8,148.82,0,39.36,110.62,96.09,0
Steering,ST-121,52.3,2.76,167.84,32.11,62.63,0,61.44,326.86,98.69,0
Occupant Safety,OS-106,45.12,3.24,131.16,34.61,114.57,5,49.5,182.9,90.25,1
Seat Belt,SB-110,49.11,0.73,118.45,12.76,111.3,0,43.74,141.36,99.52,0
Steering,ST-109,79.2,3.62,139.69,27.07,57.41,4,71.67,364.95,97.73,0
Airbag,AB-111,44.83,1.82,294.68,18.19,109.36,0,38.66,202.97,90.77,0
Seat Belt,SB-103,52.32,2.47,108.82,23.24,107.63,0,67.19,91.84,96.64,0
Seat Belt,SB-111,51.18,2.42,116.23,11.2,158.67,0,37.2,88.38,98.05,0
Seat Belt,SB-122,59.21,1.51,82.91,14.34,147.2,0,47.94,125.17,96.28,0
Steering,ST-122,72.73,1.53,171.4,22.24,99.83,0,66.49,262.11,97.9,0
Seat Belt,SB-101,32.09,0.81,83.55,17.88,130.57,0,35.78,81.43,98.17,0
Occupant Safety,OS-107,50.42,1.64,119.09,32.11,104.92,1,73.37,182.2,85.62,1
Seat Belt,SB-125,49.11,0.74,84.04,13.13,166.91,0,53.22,94.07,93.99,0
Airbag,AB-121,51.18,2.9,207.84,22.56,87.44,0,54.03,175.5,94.9,0
Occupant Safety,OS-111,40.13,1.36,154.65,18.86,64.58,2,32.72,186.1,97.31,0
Steering,ST-124,73.09,1.99,103.3,21.46,94.62,0,44.42,268.44,96.68,0
Airbag,AB-106,46.86,2.04,194.0,21.5,66.75,0,65.59,210.9,94.77,0
Seat Belt,SB-113,34.59,2.33,107.81,23.07,157.68,0,41.04,128.16,92.6,0
Occupant Safety,OS-112,54.6,2.65,148.17,32.21,64.26,0,77.0,140.24,92.28,0
Seat Belt,SB-106,53.55,1.66,118.16,22.34,112.9,0,58.15,100.43,96.41,0
Airbag,AB-117,71.14,2.29,207.45,18.19,94.79,0,66.11,182.07,98.65,0
Airbag,AB-108,45.97,1.3,184.39,23.48,120.55,0,40.31,183.88,93.94,0
Seat Belt,SB-111,34.7,0.79,103.27,19.83,116.67,0,67.03,121.41,98.06,0
Occupant Safety,OS-115,53.3,3.14,145.81,28.63,104.55,6,78.15,195.61,96.62,1
Seat Belt,SB-108,50.41,1.81,117.65,23.66,148.34,0,44.1,142.59,96.95,0
Airbag,AB-110,46.28,1.4,221.8,15.33,83.47,0,40.31,201.65,94.25,0
Steering,ST-104,54.05,2.97,121.99,28.2,80.63,0,76.94,256.96,88.19,0
Airbag,AB-103,74.85,2.24,181.84,27.58,90.09,0,60.49,149.94,95.54,0
Seat Belt,SB-121,56.74,1.28,113.08,12.22,135.64,0,69.4,117.85,93.41,0
Steering,ST-114,74.0,1.96,161.18,42.81,82.59,3,30.62,274.18,96.99,0
Occupant Safety,OS-111,36.26,2.87,91.35,25.58,61.74,2,57.89,150.29,95.22,0
Seat Belt,SB-120,38.23,1.17,98.39,21.82,110.68,0,49.91,111.06,94.56,0
Occupant Safety,OS-108,68.65,2.48,158.81,31.78,134.56,0,33.87,130.95,90.09,0
Seat Belt,SB-117,39.23,1.16,89.96,14.5,169.56,0,37.59,90.74,93.14,0
Airbag,AB-110,68.54,1.24,246.42,22.67,87.51,0,68.94,171.76,93.35,0
Seat Belt,SB-103,36.18,0.58,100.92,12.04,114.24,0,53.81,84.85,92.17,0
Occupant Safety,OS-122,43.51,2.74,154.06,19.82,126.85,2,40.47,146.79,86.97,1
Airbag,AB-107,49.44,2.24,241.55,17.28,134.78,0,64.37,145.07,98.1,0
Seat Belt,SB-120,51.06,2.4,107.05,21.24,118.77,0,36.63,90.9,98.55,0
Seat Belt,SB-103,42.12,1.27,84.59,13.78,127.54,0,51.1,138.9,96.91,0
Occupant Safety,OS-107,44.87,3.01,141.21,21.16,105.36,7,71.09,142.55,95.72,1
Airbag,AB-122,48.28,1.91,217.54,25.98,131.64,0,65.34,219.88,98.0,0
Steering,ST-118,56.88,1.6,173.53,35.08,100.7,0,66.23,263.2,97.89,0
Occupant Safety,OS-106,50.5,1.49,101.64,26.78,135.43,2,58.15,126.96,87.69,1
Seat Belt,SB-110,57.63,1.67,103.17,23.08,163.18,0,47.21,97.6,92.24,0
Occupant Safety,OS-112,38.3,3.29,139.6,24.32,76.59,6,41.39,148.33,97.59,1
Airbag,AB-111,42.19,2.46,278.63,19.47,111.4,0,54.82,218.9,99.87,0
Steering,ST-103,50.68,3.74,114.65,23.43,95.69,3,52.02,298.88,99.95,0
Occupant Safety,OS-116,37.54,3.4,131.41,24.66,101.58,5,48.92,204.53,90.0,1
Seat Belt,SB-120,56.97,1.35,103.53,17.53,110.69,0,35.15,96.79,97.39,0
Occupant Safety,OS-101,58.96,1.11,131.37,19.56,122.03,0,34.75,144.69,99.94,0
Occupant Safety,OS-120,38.93,2.06,141.98,16.38,101.25,2,41.71,179.37,85.33,1
Steering,ST-107,77.53,3.86,134.9,37.83,71.12,3,60.74,319.74,90.75,0
Steering,ST-115,51.42,3.42,117.76,36.19,87.54,2,69.56,271.8,93.46,0
Airbag,AB-117,53.77,1.44,274.01,20.04,147.54,0,49.54,135.05,98.3,0
Airbag,AB-125,72.26,1.12,268.77,19.9,141.19,0,30.67,164.36,97.75,1
Occupant Safety,OS-108,41.54,2.26,126.77,34.0,116.57,2,64.91,151.53,95.09,0
Seat Belt,SB-123,33.7,1.31,96.05,23.22,175.99,0,41.83,90.7,93.83,0
Steering,ST-119,74.33,2.68,157.24,44.95,78.01,3,49.9,317.79,88.75,1
Steering,ST-111,74.34,3.8,173.2,31.52,67.56,3,41.95,378.28,90.18,0
Airbag,AB-102,56.57,2.8,241.68,25.71,71.83,0,56.91,207.73,97.97,0
Steering,ST-117,82.23,1.43,152.3,31.84,119.81,3,38.53,277.23,89.67,0
Airbag,AB-101,47.12,1.95,232.4,18.12,130.96,0,45.68,136.34,94.43,0
Steering,ST-124,70.69,3.46,135.84,38.09,88.38,1,64.52,330.79,94.89,0
Steering,ST-113,84.04,3.01,150.23,30.61,109.09,5,40.34,395.09,89.37,1
Seat Belt,SB-120,58.88,1.3,101.76,15.64,85.75,0,54.34,110.88,98.2,0
Seat Belt,SB-109,30.87,1.93,112.68,20.25,177.58,0,44.99,111.11,99.8,0
Seat Belt,SB-110,53.92,1.16,118.35,22.94,170.09,0,32.96,113.53,95.72,0
Occupant Safety,OS-109,38.3,2.12,109.07,28.05,82.25,0,48.2,186.83,88.03,0
Seat Belt,SB-110,58.75,0.52,89.03,15.11,94.81,0,31.48,101.96,98.51,0
Occupant Safety,OS-119,48.69,1.27,116.02,32.09,70.95,3,41.99,202.12,87.99,1
Airbag,AB-115,43.29,1.14,256.48,19.77,62.89,0,43.06,143.66,90.5,0
Airbag,AB-117,51.47,1.2,269.94,26.47,105.56,0,40.81,190.45,91.92,0
Airbag,AB-106,49.46,1.17,205.97,18.64,137.51,0,30.18,207.42,90.78,0
Steering,ST-110,62.35,1.63,104.04,40.68,62.12,3,77.47,369.73,88.53,1
Steering,ST-124,53.06,2.15,130.29,26.54,88.67,0,56.72,263.47,95.73,0
Occupant Safety,OS-109,41.67,1.93,125.07,33.36,102.35,2,66.63,163.25,86.91,1
Occupant Safety,OS-101,59.9,2.29,121.29,32.97,60.87,1,38.66,164.76,96.75,0
Steering,ST-115,83.57,1.04,117.72,25.89,53.44,3,52.59,297.45,96.0,0
Seat Belt,SB-101,49.25,0.98,86.91,23.64,167.0,0,41.28,95.75,97.21,0
Steering,ST-106,80.01,3.32,123.89,22.98,98.79,7,59.21,257.55,99.96,0
Occupant Safety,OS-119,55.22,3.09,123.65,19.99,64.8,4,44.54,157.04,85.71,1
Steering,ST-124,71.78,3.31,142.41,34.2,114.99,1,65.11,289.71,99.26,0
Occupant Safety,OS-119,56.93,3.42,116.68,33.82,79.92,5,54.25,186.29,91.37,1
Seat Belt,SB-112,33.38,2.49,82.06,24.74,160.71,0,52.24,100.1,96.83,0
Occupant Safety,OS-107,51.31,3.21,159.59,28.69,119.08,4,37.82,168.9,91.15,0
Occupant Safety,OS-124,41.55,1.39,96.92,22.67,123.06,2,43.43,221.06,91.95,0
Seat Belt,SB-120,46.27,1.92,98.93,16.51,175.14,0,40.8,132.74,96.35,0
Airbag,AB-120,67.3,2.74,247.36,22.12,91.6,0,65.39,129.88,92.51,0
Steering,ST-105,60.41,2.53,124.62,24.95,112.06,0,76.92,278.44,89.62,0
Steering,ST-123,53.27,1.82,163.18,40.08,69.37,3,40.98,382.44,94.66,1
Airbag,AB-105,55.94,1.9,294.39,21.76,116.74,0,54.05,138.84,92.4,0
Airbag,AB-123,46.79,2.94,212.42,24.02,122.9,0,43.17,133.66,91.85,0
Occupant Safety,OS-105,37.94,3.0,93.72,16.38,110.05,2,31.63,162.65,86.67,1
Seat Belt,SB-109,57.8,0.53,110.97,22.43,147.94,0,31.5,116.33,93.99,0
Airbag,AB-118,57.21,1.91,189.98,15.18,62.87,0,32.25,139.81,97.74,0
Airbag,AB-121,61.36,1.45,287.87,21.35,66.77,0,42.74,207.52,90.77,0
Occupant Safety,OS-116,55.19,1.11,135.76,25.07,114.62,2,63.53,189.86,98.2,0
Seat Belt,SB-120,33.67,1.38,80.58,22.82,89.74,0,59.53,127.98,96.12,0
Airbag,AB-107,70.78,1.91,184.37,18.9,64.55,0,58.85,154.54,92.54,0
Steering,ST-108,67.87,1.46,166.5,43.16,50.92,2,63.3,290.44,94.32,0
Seat Belt,SB-111,43.49,1.3,94.4,17.08,154.37,0,38.89,86.17,97.71,0
Steering,ST-116,75.96,2.94,171.14,26.37,64.36,3,47.7,314.63,89.02,0
Steering,ST-125,75.41,2.42,109.73,31.25,112.61,1,70.93,296.62,96.0,0
Seat Belt,SB-121,48.64,1.24,117.69,18.55,83.99,0,30.63,84.13,93.67,0
Airbag,AB-116,55.14,1.52,217.54,28.76,113.27,0,39.73,144.1,92.69,0
Seat Belt,SB-110,33.72,2.06,108.09,17.11,161.92,0,57.65,101.03,92.06,0
Occupant Safety,OS-109,68.0,3.18,104.27,16.97,90.17,3,33.84,123.41,88.49,0
Airbag,AB-116,55.45,2.34,252.19,21.94,135.73,0,60.15,215.51,96.91,0
Occupant Safety,OS-105,38.48,2.12,105.92,26.38,114.74,2,37.76,237.88,98.9,0
Airbag,AB-106,65.81,2.78,260.21,24.78,60.66,0,37.34,138.55,91.08,0
Seat Belt,SB-113,42.58,1.65,87.08,22.39,174.04,0,32.69,126.66,99.64,0
Steering,ST-123,62.85,2.02,171.96,44.79,117.89,1,63.52,385.2,91.28,1
Occupant Safety,OS-120,44.73,1.38,133.87,16.68,113.18,1,38.61,167.43,89.4,0
Airbag,AB-117,63.5,1.13,241.68,24.0,61.59,0,65.64,162.01,93.36,0
Steering,ST-112,57.25,1.86,105.66,36.93,82.09,0,61.4,327.17,93.81,0
Occupant Safety,OS-113,54.07,2.32,109.52,18.03,114.65,2,64.41,120.94,88.15,0
Seat Belt,SB-105,35.97,1.71,91.44,20.55,84.61,0,30.66,133.16,93.24,0
Airbag,AB-124,73.45,2.52,250.97,29.61,114.5,0,47.92,154.32,92.6,0
Steering,ST-115,69.72,1.48,163.93,21.69,81.61,0,43.97,303.48,88.25,0
Seat Belt,SB-105,56.23,1.78,84.38,13.46,151.6,0,54.12,109.22,97.06,0
Occupant Safety,OS-115,65.22,1.32,134.3,22.26,83.65,1,34.99,169.23,98.78,0
Airbag,AB-112,53.23,2.97,196.54,29.85,113.03,0,45.39,162.5,93.9,0
Airbag,AB-104,53.87,1.77,260.24,28.24,89.28,0,54.26,200.91,99.89,0
Airbag,AB-107,46.6,2.26,222.97,16.53,143.48,0,67.93,130.48,95.13,0
Steering,ST-121,76.0,2.75,136.74,38.88,72.36,2,44.04,333.79,98.09,0
Seat Belt,SB-104,50.28,1.11,109.36,23.19,139.89,0,56.32,117.63,97.64,0
Airbag,AB-122,42.9,1.67,263.47,27.74,79.09,0,34.69,154.06,97.17,0
Steering,ST-113,59.35,3.61,157.73,23.14,95.08,2,68.05,261.96,88.82,0
Seat Belt,SB-122,31.33,0.66,114.5,20.93,119.6,0,68.86,135.51,97.85,0
Occupant Safety,OS-114,52.46,2.19,149.31,15.22,63.46,3,52.43,147.09,88.68,0
Steering,ST-109,78.29,3.89,163.61,21.8,57.07,6,44.08,307.69,91.29,0
Airbag,AB-102,55.5,1.53,261.35,26.25,98.63,0,65.24,218.99,97.29,0
